State,PeopleAffected,Domain,ResourcesRequired,UrgencyReason,Timeline,Urgency,EstimatedCost
Bihar,104,Education,Medicines,Seasonal Need,Immediate,Medium,2168.85
Delhi,9,Disaster Relief,Beds/Shelter,Community Emergency,Within 1 week,Low,686.57
Tamil Nadu,909,Healthcare,Food Kits,Disease Outbreak,Within 1 week,High,15669.39
Tamil Nadu,58,Shelter,Beds/Shelter,Community Emergency,Within 1 week,Low,3381.16
Tamil Nadu,63,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,2988.29
Delhi,25,Education,Funds,Seasonal Need,Immediate,Low,333.22
Maharashtra,100,Food,Medicines,Community Emergency,Long term,Low,2575.12
Maharashtra,198,Disaster Relief,Volunteers,Community Emergency,Within 1 week,Medium,2161.56
Bihar,692,Food,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5283.0
Gujarat,93,Education,Beds/Shelter,Community Emergency,Immediate,Low,4979.62
Tamil Nadu,774,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,14833.19
Telangana,4,Education,Volunteers,Seasonal Need,Immediate,Low,28.13
Gujarat,177,Shelter,Funds,Seasonal Need,Within 1 week,Medium,3201.46
Delhi,915,Healthcare,Funds,Disease Outbreak,Immediate,High,22870.56
Karnataka,344,Shelter,Medicines,Disease Outbreak,Within 1 week,High,7960.13
Bihar,686,Food,Beds/Shelter,Disease Outbreak,Within 1 week,High,35861.09
Gujarat,960,Food,Volunteers,Disease Outbreak,Immediate,High,9795.35
Andhra Pradesh,87,Food,Medicines,Seasonal Need,Within 1 week,Low,1860.21
Bihar,983,Shelter,Medicines,Health Emergency,Immediate,High,30631.76
Maharashtra,63,Healthcare,Funds,Health Emergency,Long term,Low,1231.82
Karnataka,887,Healthcare,Funds,Disease Outbreak,Long term,High,18850.2
Andhra Pradesh,1908,Food,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,19618.71
Maharashtra,151,Disaster Relief,Food Kits,Seasonal Need,Immediate,Medium,2029.98
Telangana,14,Food,Medicines,Community Emergency,Within 1 week,Low,323.86
Karnataka,410,Education,Volunteers,Disease Outbreak,Within 1 week,High,2928.13
Andhra Pradesh,57,Disaster Relief,Funds,Community Emergency,Immediate,Low,1014.76
Karnataka,107,Employment,Funds,Seasonal Need,Immediate,Medium,1132.73
Maharashtra,546,Disaster Relief,Funds,Health Emergency,Immediate,High,12007.49
Karnataka,189,Shelter,Funds,Seasonal Need,Long term,Medium,2693.28
Gujarat,342,Education,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,6822.26
Gujarat,84,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,554.29
Tamil Nadu,161,Disaster Relief,Volunteers,Community Emergency,Immediate,Medium,1417.0
Andhra Pradesh,291,Food,Funds,Disease Outbreak,Immediate,High,5712.21
Karnataka,355,Food,Beds/Shelter,Disease Outbreak,Immediate,High,23271.48
Maharashtra,477,Healthcare,Beds/Shelter,Disease Outbreak,Long term,High,41918.88
Tamil Nadu,124,Shelter,Volunteers,Seasonal Need,Within 1 week,Medium,1205.42
Telangana,825,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5765.98
Maharashtra,360,Employment,Volunteers,Disease Outbreak,Immediate,High,2633.89
Telangana,163,Education,Beds/Shelter,Disease Outbreak,Within 1 week,High,7424.85
Bihar,1000,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,31254.71
Andhra Pradesh,196,Employment,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,2608.18
Telangana,651,Employment,Volunteers,Health Emergency,Immediate,High,4631.05
Tamil Nadu,624,Shelter,Medicines,Disease Outbreak,Within 1 week,High,14695.22
Andhra Pradesh,634,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,14114.2
Maharashtra,125,Disaster Relief,Food Kits,Community Emergency,Within 1 week,Medium,2005.5
Tamil Nadu,82,Employment,Funds,Community Emergency,Within 1 week,Low,840.5
Maharashtra,690,Healthcare,Beds/Shelter,Health Emergency,Long term,High,57535.49
Karnataka,114,Employment,Food Kits,Health Emergency,Long term,Medium,1115.07
Gujarat,161,Education,Volunteers,Community Emergency,Immediate,Medium,1098.23
Andhra Pradesh,11,Healthcare,Beds/Shelter,Seasonal Need,Within 1 week,Low,944.58
Delhi,826,Employment,Medicines,Disease Outbreak,Within 1 week,High,14018.37
Delhi,973,Disaster Relief,Medicines,Disease Outbreak,Within 1 week,High,27301.09
Maharashtra,353,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,12427.03
Maharashtra,70,Shelter,Funds,Community Emergency,Long term,Low,1047.38
Tamil Nadu,21,Education,Funds,Community Emergency,Long term,Low,251.19
Telangana,25,Food,Volunteers,Seasonal Need,Long term,Low,183.92
Gujarat,141,Food,Beds/Shelter,Seasonal Need,Immediate,Medium,7390.99
Tamil Nadu,613,Food,Medicines,Health Emergency,Immediate,High,17693.85
Tamil Nadu,136,Food,Volunteers,Seasonal Need,Long term,Medium,954.97
Karnataka,994,Education,Funds,Disease Outbreak,Within 1 week,High,12614.3
Maharashtra,508,Shelter,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,13668.79
Telangana,632,Shelter,Medicines,Health Emergency,Long term,High,16739.68
Telangana,85,Healthcare,Medicines,Health Emergency,Within 1 week,Low,2954.16
Gujarat,106,Shelter,Food Kits,Seasonal Need,Immediate,Medium,1246.65
Telangana,269,Food,Volunteers,Health Emergency,Within 1 week,Medium,2326.0
Andhra Pradesh,682,Education,Food Kits,Disease Outbreak,Within 1 week,High,7275.94
Maharashtra,342,Education,Food Kits,Disease Outbreak,Long term,High,3577.41
Gujarat,89,Education,Beds/Shelter,Seasonal Need,Long term,Low,4698.83
Bihar,488,Food,Funds,Disease Outbreak,Immediate,High,8529.04
Bihar,161,Disaster Relief,Food Kits,Community Emergency,Within 1 week,Medium,2328.28
Telangana,468,Disaster Relief,Food Kits,Health Emergency,Long term,Medium,5790.86
Gujarat,126,Food,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,3242.33
Maharashtra,312,Healthcare,Food Kits,Disease Outbreak,Long term,High,4846.44
Maharashtra,686,Education,Beds/Shelter,Disease Outbreak,Within 1 week,High,36213.95
Telangana,24,Healthcare,Food Kits,Community Emergency,Long term,Low,436.9
Gujarat,102,Employment,Beds/Shelter,Seasonal Need,Within 1 week,Medium,5356.86
Bihar,725,Disaster Relief,Funds,Health Emergency,Immediate,High,16789.44
Delhi,169,Healthcare,Food Kits,Community Emergency,Within 1 week,Medium,3535.65
Telangana,10019,Shelter,Volunteers,Natural Disaster (Flood/Earthquake),Within 1 week,High,83050.95
Gujarat,861,Food,Volunteers,Disease Outbreak,Long term,High,5854.98
Maharashtra,221,Education,Beds/Shelter,Disease Outbreak,Long term,High,10714.02
Bihar,30,Employment,Food Kits,Community Emergency,Within 1 week,Low,274.51
Gujarat,894,Employment,Funds,Disease Outbreak,Immediate,High,12444.24
Maharashtra,961,Healthcare,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,30191.78
Gujarat,144,Healthcare,Funds,Seasonal Need,Long term,Medium,3240.79
Tamil Nadu,5,Disaster Relief,Funds,Community Emergency,Within 1 week,Low,84.23
Gujarat,198,Shelter,Food Kits,Natural Disaster (Flood/Earthquake),Within 1 week,High,2344.45
Gujarat,833,Employment,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,20854.07
Gujarat,703,Employment,Funds,Disease Outbreak,Immediate,High,9709.6
Gujarat,410,Healthcare,Medicines,Health Emergency,Within 1 week,Medium,17317.64
Maharashtra,498,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,29670.7
Delhi,360,Food,Funds,Disease Outbreak,Within 1 week,High,5257.03
Tamil Nadu,12,Food,Beds/Shelter,Seasonal Need,Immediate,Low,677.06
Telangana,852,Healthcare,Medicines,Disease Outbreak,Immediate,High,36125.76
Tamil Nadu,73,Education,Beds/Shelter,Seasonal Need,Within 1 week,Low,3789.5
Telangana,179,Disaster Relief,Beds/Shelter,Disease Outbreak,Long term,High,11553.57
Delhi,586,Education,Funds,Disease Outbreak,Within 1 week,High,7462.7
Bihar,831,Healthcare,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,9491.55
Andhra Pradesh,169,Employment,Volunteers,Seasonal Need,Long term,Medium,1088.54
Tamil Nadu,441,Healthcare,Volunteers,Health Emergency,Within 1 week,Medium,5400.77
Maharashtra,629,Education,Funds,Natural Disaster (Flood/Earthquake),Long term,High,8450.25
Maharashtra,31,Shelter,Funds,Seasonal Need,Immediate,Low,535.86
Tamil Nadu,439,Shelter,Medicines,Health Emergency,Long term,Medium,11266.62
Karnataka,516,Disaster Relief,Beds/Shelter,Disease Outbreak,Long term,High,33236.33
Telangana,10,Food,Volunteers,Community Emergency,Within 1 week,Low,84.63
Andhra Pradesh,976,Education,Beds/Shelter,Disease Outbreak,Immediate,High,66188.12
Karnataka,198,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,16804.32
Andhra Pradesh,4,Shelter,Beds/Shelter,Seasonal Need,Immediate,Low,267.73
Gujarat,52,Healthcare,Volunteers,Seasonal Need,Immediate,Low,631.45
Gujarat,623,Shelter,Medicines,Health Emergency,Long term,High,15049.09
Karnataka,14,Disaster Relief,Beds/Shelter,Community Emergency,Within 1 week,Low,898.52
Telangana,232,Disaster Relief,Volunteers,Health Emergency,Within 1 week,Medium,2388.82
Bihar,791,Employment,Beds/Shelter,Health Emergency,Within 1 week,High,34302.02
Telangana,950,Disaster Relief,Medicines,Disease Outbreak,Long term,High,24365.42
Andhra Pradesh,542,Disaster Relief,Volunteers,Disease Outbreak,Within 1 week,High,4685.99
Maharashtra,721,Disaster Relief,Medicines,Health Emergency,Immediate,High,25711.6
Gujarat,752,Healthcare,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,61731.68
Maharashtra,757,Shelter,Volunteers,Disease Outbreak,Within 1 week,High,6155.07
Bihar,794,Shelter,Funds,Disease Outbreak,Long term,High,11975.96
Maharashtra,603,Shelter,Volunteers,Disease Outbreak,Immediate,High,6738.21
Maharashtra,474,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,9289.88
Andhra Pradesh,59,Education,Funds,Health Emergency,Immediate,Low,822.69
Bihar,8284,Education,Funds,Health Emergency,Long term,High,91103.51
Bihar,1719,Food,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,16897.95
Maharashtra,87,Food,Volunteers,Seasonal Need,Immediate,Low,715.76
Maharashtra,109,Disaster Relief,Food Kits,Community Emergency,Immediate,Medium,1579.9
Delhi,281,Food,Food Kits,Health Emergency,Immediate,Medium,3411.15
Bihar,135,Employment,Funds,Community Emergency,Long term,Medium,1666.38
Delhi,5,Shelter,Beds/Shelter,Community Emergency,Within 1 week,Low,327.78
Maharashtra,136,Employment,Medicines,Seasonal Need,Immediate,Medium,2570.43
Karnataka,995,Healthcare,Food Kits,Disease Outbreak,Long term,High,15517.76
Delhi,105,Healthcare,Funds,Seasonal Need,Within 1 week,Medium,2357.29
Andhra Pradesh,198,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,7339.02
Gujarat,830,Shelter,Beds/Shelter,Disease Outbreak,Within 1 week,High,51850.89
Maharashtra,15,Shelter,Medicines,Community Emergency,Within 1 week,Low,373.89
Andhra Pradesh,895,Education,Food Kits,Natural Disaster (Flood/Earthquake),Long term,High,9496.95
Gujarat,463,Education,Food Kits,Disease Outbreak,Within 1 week,High,4617.9
Gujarat,113,Disaster Relief,Funds,Community Emergency,Within 1 week,Medium,2060.93
Karnataka,680,Disaster Relief,Beds/Shelter,Disease Outbreak,Within 1 week,High,44804.79
Telangana,579,Healthcare,Funds,Natural Disaster (Flood/Earthquake),Long term,High,11031.09
Maharashtra,86,Disaster Relief,Volunteers,Seasonal Need,Long term,Low,793.24
Tamil Nadu,13,Food,Food Kits,Seasonal Need,Immediate,Low,160.22
Bihar,485,Education,Volunteers,Health Emergency,Long term,Medium,3044.09
Delhi,22,Education,Beds/Shelter,Seasonal Need,Immediate,Low,1152.73
Delhi,752,Disaster Relief,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,6163.91
Tamil Nadu,25,Food,Volunteers,Seasonal Need,Long term,Low,202.72
Karnataka,925,Disaster Relief,Medicines,Disease Outbreak,Immediate,High,31534.24
Maharashtra,64,Food,Food Kits,Seasonal Need,Long term,Low,794.46
Bihar,454,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,22878.78
Karnataka,169,Employment,Beds/Shelter,Community Emergency,Within 1 week,Medium,8524.22
Karnataka,90,Disaster Relief,Food Kits,Seasonal Need,Within 1 week,Low,1238.19
Bihar,11273,Employment,Funds,Natural Disaster (Flood/Earthquake),Within 1 week,High,107282.59
Andhra Pradesh,10482,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,70323.55
Delhi,181,Employment,Beds/Shelter,Health Emergency,Within 1 week,Medium,9521.95
Telangana,24,Disaster Relief,Funds,Seasonal Need,Within 1 week,Low,447.87
Tamil Nadu,518,Food,Medicines,Health Emergency,Within 1 week,High,12962.19
Tamil Nadu,173,Disaster Relief,Medicines,Seasonal Need,Immediate,Medium,5142.21
Gujarat,564,Healthcare,Funds,Health Emergency,Within 1 week,High,10663.23
Karnataka,24,Disaster Relief,Medicines,Seasonal Need,Within 1 week,Low,756.07
Bihar,188,Employment,Medicines,Community Emergency,Long term,Medium,3672.26
Gujarat,152,Food,Food Kits,Community Emergency,Within 1 week,Medium,2048.84
Maharashtra,917,Shelter,Medicines,Health Emergency,Long term,High,22437.62
Karnataka,183,Food,Volunteers,Seasonal Need,Within 1 week,Medium,1436.02
Andhra Pradesh,47,Healthcare,Medicines,Seasonal Need,Immediate,Low,1665.66
Delhi,450,Healthcare,Funds,Health Emergency,Immediate,Medium,8491.45
Tamil Nadu,198,Shelter,Funds,Community Emergency,Long term,Medium,3088.09
Telangana,137,Employment,Funds,Community Emergency,Long term,Medium,1625.36
Bihar,138,Disaster Relief,Food Kits,Seasonal Need,Immediate,Medium,1852.25
Bihar,94,Food,Volunteers,Community Emergency,Immediate,Low,708.38
Tamil Nadu,926,Employment,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,5178.46
Delhi,351,Disaster Relief,Beds/Shelter,Disease Outbreak,Long term,High,21068.05
Bihar,98,Food,Volunteers,Health Emergency,Immediate,Low,733.19
Maharashtra,90,Education,Volunteers,Seasonal Need,Within 1 week,Low,638.91
Gujarat,24,Employment,Medicines,Community Emergency,Immediate,Low,419.21
Andhra Pradesh,31,Shelter,Food Kits,Seasonal Need,Immediate,Low,417.91
Gujarat,457,Healthcare,Funds,Health Emergency,Within 1 week,Medium,10362.14
Gujarat,14,Education,Funds,Community Emergency,Long term,Low,180.33
Karnataka,631,Education,Medicines,Natural Disaster (Flood/Earthquake),Immediate,High,16867.08
Gujarat,84,Healthcare,Volunteers,Seasonal Need,Long term,Low,891.04
Bihar,245,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,14489.79
Bihar,197,Healthcare,Beds/Shelter,Disease Outbreak,Long term,High,16325.09
Karnataka,362,Disaster Relief,Medicines,Disease Outbreak,Within 1 week,High,9483.63
Maharashtra,180,Education,Volunteers,Disease Outbreak,Immediate,High,1724.62
Telangana,420,Education,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,2554.7
Andhra Pradesh,474,Disaster Relief,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,10602.76
Andhra Pradesh,71,Education,Volunteers,Seasonal Need,Long term,Low,513.78
Tamil Nadu,403,Healthcare,Food Kits,Health Emergency,Immediate,Medium,6734.8
Gujarat,647,Education,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,31095.74
Andhra Pradesh,15663,Healthcare,Medicines,Disease Outbreak,Immediate,High,606651.34
Maharashtra,891,Disaster Relief,Medicines,Natural Disaster (Flood/Earthquake),Within 1 week,High,24816.53
Bihar,168,Food,Volunteers,Seasonal Need,Long term,Medium,1335.51
Tamil Nadu,753,Shelter,Beds/Shelter,Disease Outbreak,Long term,High,42843.42
Delhi,127,Healthcare,Volunteers,Seasonal Need,Within 1 week,Medium,1522.17
Gujarat,775,Employment,Funds,Health Emergency,Long term,High,8672.23
Gujarat,729,Shelter,Beds/Shelter,Health Emergency,Immediate,High,57603.29
Bihar,115,Shelter,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,2747.88
Andhra Pradesh,42,Employment,Beds/Shelter,Seasonal Need,Immediate,Low,1947.64
Gujarat,227,Food,Funds,Natural Disaster (Flood/Earthquake),Long term,High,3252.74
Delhi,12,Food,Volunteers,Community Emergency,Long term,Low,87.21
Bihar,646,Shelter,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,13113.14
Karnataka,317,Healthcare,Medicines,Disease Outbreak,Within 1 week,High,11521.13
Bihar,114,Food,Volunteers,Community Emergency,Long term,Medium,805.16
Delhi,8,Employment,Food Kits,Seasonal Need,Immediate,Low,70.76
Maharashtra,415,Shelter,Beds/Shelter,Health Emergency,Within 1 week,Medium,30500.05
Tamil Nadu,46,Food,Food Kits,Seasonal Need,Long term,Low,481.49
Telangana,719,Healthcare,Volunteers,Health Emergency,Immediate,High,10087.05
Maharashtra,59,Education,Funds,Seasonal Need,Within 1 week,Low,800.64
Telangana,402,Food,Volunteers,Natural Disaster (Flood/Earthquake),Long term,High,2858.87
Gujarat,431,Healthcare,Funds,Disease Outbreak,Within 1 week,High,8256.19
Tamil Nadu,314,Disaster Relief,Beds/Shelter,Health Emergency,Immediate,Medium,20431.86
Gujarat,139,Employment,Medicines,Community Emergency,Immediate,Medium,2586.33
Bihar,777,Shelter,Funds,Natural Disaster (Flood/Earthquake),Immediate,High,14353.12
Bihar,21,Employment,Beds/Shelter,Seasonal Need,Within 1 week,Low,872.49
Gujarat,741,Education,Food Kits,Health Emergency,Long term,High,7115.41
Bihar,124,Healthcare,Beds/Shelter,Disease Outbreak,Within 1 week,High,9683.36
Andhra Pradesh,911,Employment,Food Kits,Health Emergency,Long term,High,7428.96
Telangana,321,Food,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,24465.97
Bihar,167,Education,Beds/Shelter,Seasonal Need,Long term,Medium,8313.72
Tamil Nadu,87,Healthcare,Funds,Seasonal Need,Immediate,Low,1752.05
Karnataka,864,Food,Funds,Disease Outbreak,Immediate,High,14686.25
Tamil Nadu,998,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Immediate,High,87508.26
Tamil Nadu,39,Shelter,Funds,Seasonal Need,Immediate,Low,664.4
Andhra Pradesh,259,Food,Funds,Health Emergency,Long term,Medium,3961.31
Delhi,187,Healthcare,Beds/Shelter,Community Emergency,Long term,Medium,15624.35
Delhi,596,Education,Funds,Health Emergency,Within 1 week,High,7489.49
Delhi,25,Employment,Beds/Shelter,Seasonal Need,Immediate,Low,1041.73
Karnataka,671,Employment,Medicines,Natural Disaster (Flood/Earthquake),Long term,High,13472.32
Delhi,28,Food,Medicines,Community Emergency,Immediate,Low,735.07
Gujarat,121,Disaster Relief,Food Kits,Community Emergency,Long term,Medium,1548.11
Gujarat,725,Food,Funds,Health Emergency,Immediate,High,13382.98
Karnataka,703,Healthcare,Food Kits,Natural Disaster (Flood/Earthquake),Immediate,High,15759.56
Delhi,383,Disaster Relief,Beds/Shelter,Natural Disaster (Flood/Earthquake),Long term,High,26441.63
Tamil Nadu,105,Healthcare,Funds,Community Emergency,Within 1 week,Medium,2580.6
Maharashtra,930,Employment,Food Kits,Health Emergency,Within 1 week,High,8116.32
Karnataka,64,Employment,Funds,Community Emergency,Long term,Low,716.55
Tamil Nadu,353,Education,Volunteers,Health Emergency,Immediate,Medium,2381.89
Gujarat,189,Disaster Relief,Beds/Shelter,Seasonal Need,Immediate,Medium,13181.49
Andhra Pradesh,48129,Shelter,Beds/Shelter,Natural Disaster (Flood/Earthquake),Within 1 week,High,2877385.39
Karnataka,76,Healthcare,Volunteers,Seasonal Need,Within 1 week,Low,886.2
Tamil Nadu,455,Healthcare,Beds/Shelter,Disease Outbreak,Immediate,High,45899.57
